"CHART","CU_NAME","STREET","CITY","STATE","ZIP_CODE","CEO-MGR","PHONE","Assets","Loans","NetWorth","ShareGrowth","LoanGrowth","LnsAssets","InvAssets","Members","FullTime"
"1410","MIDSOUTH COMMUNITY","4810 MERCER UNIVERSITY DRIVE","MACON","GA","31210","GARRETT, CLAUDE","4784719946",163207048.00,107547623.00,14.44,12.46,9.11,65.90,24.36,32094.00,71.00
"10330","MOULTRIE EMPLOYEES","110 4th Ave S W","Moultrie","GA","31768","HARRISON, WILLIAM","2298905418",2319395.00,1534826.00,4.87,-6.66,-28.55,66.17,30.44,842.00,3.00
"7735","MULTIPLE EMPLOYEE GROUP","PO Box 2297","Thomasville","GA","31799","DOUGLAS, BILL","2292281729",4138983.00,1009114.00,29.89,11.65,28.03,24.38,74.08,950.00,3.00
"67388","MUTUAL SAVINGS","PO Box 4569","Atlanta","GA","30302","BRYAN, MIKE","4045844754",67148657.00,33140557.00,11.39,3.39,3.05,49.35,49.59,6226.00,12.00
"67379","NASHVILLE","P O Box 456","Nashville","GA","31639","BURKHALTER, TINA","2296867611",12186036.00,6177962.00,12.81,-4.21,-12.28,50.70,43.11,2686.00,7.00
"67395","NORTH GEORGIA","P.O. Box 280","Toccoa","GA","30577","AKIN, BRIAN","7068861441",43426082.00,36303791.00,8.86,6.80,10.48,83.60,7.21,6983.00,22.00
"20410","NORTHSIDE","980 Johnson Ferry Rd NE Ste 190","Atlanta","GA","30342","TRIFOSO, SAMUEL","4048516389",10928219.00,4146588.00,13.91,4.55,-1.76,37.94,60.83,3595.00,4.00
"65912","NORTHWEST GEORGIA","1307 REDMOND ROAD NW","ROME","GA","30165","STRICKLIN, MICHELLE","7062919290",58245312.00,32963018.00,10.65,11.09,4.93,56.59,36.56,12621.00,30.00
"24234","OMEGA PSI PHI FRATERNITY","c/o SAMSCU, 455 Buford Hwy","Suwanee","GA","30024","MCCARTNEY, ROBERT","4042891100",699955.00,538904.00,7.63,4.60,5.11,76.99,23.00,843.00,.00
"22299","PATTERSON PUMP","P O Box 790","Toccoa","GA","30577","WEAVER, MARY","7062972833",2294625.00,1047935.00,16.03,2.33,-3.34,45.67,53.97,450.00,.00
"19384","PEACH STATE","52 N. AVONDALE ROAD.","AVONDALE ESTATE","GA","30002","INGRAM, MICHELLE","4042922428",14495787.00,5837833.00,5.41,4.36,-12.78,40.27,53.94,5803.00,6.00
"11322","PETROLEUM ASSOCIATES","3970 Peachtree Industrial Blvd Ste ","Duluth","GA","30096","FLOYD, BILL","7706229211",37328241.00,18190439.00,9.93,-.18,16.23,48.73,46.96,2926.00,5.00
"24442","PIEDMONT PLUS","1968 Peachtree Rd NW","Atlanta","GA","30309","OWENS, CINDY","4046053286",31358455.00,17470399.00,13.42,17.69,5.24,55.71,42.21,8197.00,13.00
"5540","PINEY GROVE COMMUNITY","667 Wadley Coleman Lk. Rd.","Swainsboro","GA","30401","GREEN, JAMES","4785897742",52678.00,4297.00,17.23,3.79,-28.88,8.16,93.60,64.00,.00
"67632","PINNACLE","536 North Avenue","Atlanta","GA","30308","JACKSON, SUSAN","4048881648",86140463.00,38193595.00,7.12,4.03,-11.59,44.34,52.84,12605.00,29.00
"24631","PLATINUM","4794 Lawrenceville Hwy NW","Lilburn","GA","30047","LAIWALLA, KABIR","4042979797",35437588.00,24348118.00,9.16,24.13,22.51,68.71,24.01,5988.00,24.00
"359","POWERCO","241 Ralph McGill Blvd, NE","Atlanta","GA","30308","REEVES, LETA","4045063750",174173411.00,79470706.00,12.77,3.21,-12.92,45.63,52.20,21236.00,41.00
"22672","RABUN-TALLULAH","1115 East Boggs Mtn. Road","Tiger","GA","30576","HOLCOMB, NANCY","7067823116",524880.00,298097.00,27.64,13.46,4.58,56.79,5.04,176.00,.00
"15885","RCT","PO BOX 1289","AUGUSTA","GA","30903 - 1289","WINTERS, KEVIN","7068261101",5244063.00,3149696.00,9.08,10.89,-4.22,60.06,34.76,2864.00,4.00
"376","REGIONAL MEMBERS","P O BOX 9304","COLUMBUS","GA","31908","CHANDLER, GAIL","7063213225",7153869.00,3257281.00,9.53,7.17,-8.37,45.53,52.35,1289.00,4.00
"14578","RICHMOND COMMUNITY","P.O. BOX 15","GRACEWOOD","GA","30812","LOLLAR, GRACE","7067901776",17944379.00,7683673.00,7.86,1.11,-13.78,42.82,48.79,3988.00,9.00
"67724","RICHMOND CTY HEALTH DEPT.EMP.","1916 N Leg Rd","Augusta","GA","30909","DANIEL, JANETTE","7066674955",363877.00,159235.00,25.73,-13.05,-10.97,43.76,55.86,242.00,.00
"60582","RIG EMPLOYEES","100 Graphic Packing Int Way","Macon","GA","31206","SPENCER, MELINDA","4787843627",7024987.00,2730184.00,30.58,.39,1.70,38.86,60.83,814.00,2.00
"9331","ROBINS","PO BOX 6849","WARNER ROBINS","GA","31095 - 6849","RHEA, JOHN","8002412405",1592142014.00,843692655.00,12.65,14.98,5.93,52.99,43.20,140372.00,337.00
"60707","ROME KRAFT EMPLOYEES","P.O. BOX 387","COOSA","GA","30129","CARTER, PHIL","7062959027",17045122.00,6503963.00,20.44,-2.86,-4.30,38.16,61.18,1833.00,3.00
"67589","ROPER CORPORATION EMPLOYEES","P. O. Box 1565","LaFayette","GA","30728","RAINES, FREDA","7066385109",1455397.00,555440.00,16.44,6.82,-.67,38.16,62.16,670.00,1.00
"13352","ROSE CITY","PO Box 2741","Thomasville","GA","31799","BRYANT, LEE","2292289826",24478422.00,13163288.00,9.90,1.63,-.60,53.78,37.60,8274.00,16.00
"67445","SAVANNAH FEDERAL","Post Office Box 8122","Savannah","GA","31412","EVANS, JANE","9122348978",19659756.00,8394915.00,20.10,6.68,-8.75,42.70,51.29,1981.00,5.00
"67364","SAVANNAH POSTAL","PO Box 13807","Savannah","GA","31416","HENDERSON, FREDA","9126912087",16198045.00,7019150.00,17.28,7.79,-1.73,43.33,51.12,2266.00,9.00
"9408","SAVANNAH SCHOOLS","PO BOX 8184","SAVANNAH","GA","31412 - 8184","WATSON, SKIP","9122360919",25918534.00,9655830.00,13.36,9.32,-7.83,37.25,61.42,3540.00,9.00
"6582","SAVASTATE TEACHERS","PO BOX 20001","SAVANNAH","GA","31404","RAUT, PRAVIN","9123584178",4252287.00,3216506.00,15.92,37.83,9.61,75.64,27.75,672.00,1.00
"61590","SMITH AND SONS EMPLOYEES","2124 Riverside Dr","Macon","GA","31204","MORRIS, LACEY","4787422215",323753.00,109299.00,14.41,-22.32,-20.28,33.76,63.67,328.00,1.00
"8947","SOUTHEASTERN","PO Box 2067","Valdosta","GA","31604","MORGAN, DELBERT","2292442732",159734637.00,110951030.00,8.13,4.34,.49,69.46,20.48,23297.00,65.00
"67403","SOUTHERN PINE","PO Box 1048","VALDOSTA","GA","31603","LEHMAN, LEAH","2295593311",40552882.00,19928357.00,17.07,3.04,-2.62,49.14,49.22,2132.00,5.00
"24161","SPC","240 Candler Road, SE","Atlanta","GA","30317","KING, ERIC","6785538400",1118282.00,374551.00,7.92,7.67,-15.94,33.49,65.20,1291.00,2.00
"20890","STEPHENS COUNTY COMMUNITY","PO Box 6","Toccoa","GA","30577","WOODRUFF JR, WILLIE","7068863532",156527.00,4896.00,9.44,-3.38,-55.07,3.13,96.78,179.00,.00
"13797","STEPHENS-FRANKLIN TEACHERS","2290 Mize Rd","Toccoa","GA","30577","DENISON, LAURA","7068867145",19154072.00,13515725.00,18.71,7.41,-6.02,70.56,24.20,1695.00,9.00
"14103","TABERNACLE","1223 Laney Walker Blvd.","Augusta","GA","30901","BERNARD, LORRAINE","7067241230",217767.00,54614.00,19.05,-20.52,50.05,25.08,74.11,238.00,.00
"17017","THE COCA-COLA COMPANY FAMILY","P. O. Box 1734","Atlanta","GA","30301","PEROUTKA, ANNLOUISE","4046762586",159645498.00,93605233.00,8.06,-1.30,5.71,58.63,40.76,12973.00,44.00
"15457","THE SOUTHERN","PO Box 1509","Fayetteville","GA","30214","HULL, RAY","8003385882",294404038.00,90894453.00,10.73,10.26,2.44,30.87,60.81,32147.00,90.00
"67564","THE WRIGHT","PO Box 238","Toccoa","GA","30577","SHIRLEY, MARY","7068862908",12409518.00,5253383.00,14.69,3.43,-10.49,42.33,53.66,1628.00,5.00
"67913","THREE RIVERS","PO Box 160","Bainbridge","GA","39818 - 0160","MILLER, WANDA","2292438131",10369057.00,5964619.00,15.42,5.50,11.35,57.52,35.12,4333.00,8.00
"10866","TIC","P.O. BOX 9818","COLUMBUS","GA","31908 - 0818","DAVIS, JANET","7063208500",244236697.00,148879291.00,11.41,7.83,4.02,60.96,25.49,40412.00,144.00
"22444","TOWNS-UNION EDUCATORS'","p.o. box 303","young harris","GA","30582","HANKS, PATRICIA","7063792303",2503968.00,691134.00,7.96,1.67,28.80,27.60,67.88,534.00,1.00
"4999","UNITED 1ST","162 N. Gross Road","Kingsland","GA","31548","CONN, PATRICK","9127292800",105886618.00,56298444.00,11.50,9.28,-1.78,53.17,38.29,17735.00,62.00
"13704","UNITED METHODIST CONNECTIONAL","P O Box 6448","Marietta","GA","30065 - 0448","PRITCHARD, BRIAN","7705653794",26597205.00,18004897.00,8.84,14.11,8.34,67.69,29.00,4573.00,8.00
"24683","UNITED NEIGHBORHOOD","1434 Poplar St","Augusta","GA","30901","JOYNER, CLARENCE","7068236378",1288510.00,744209.00,14.05,35.80,51.37,57.76,41.58,637.00,2.00
"12908","UNIVERSITY HEALTH","1402 WALTON WAY SUITE 102","AUGUSTA","GA","30901","WEED, RANDY","7067748850",19257503.00,7930105.00,14.27,-2.75,-8.66,41.18,54.24,6093.00,8.00
"12290","VALDOSTA TEACHERS","102 E. Force Street","Valdosta","GA","31601","HOUSTON, KATY","2292479930",9699099.00,4837049.00,14.16,11.61,-3.60,49.87,42.44,1949.00,7.00
"20610","WALKER COUNTY EDUCATORS","P. O. BOX 545","LAFAYETTE","GA","30728","MAHLE, JANET","7066384243",7913460.00,5695577.00,31.33,3.91,6.63,71.97,27.33,1237.00,2.00
"15265","WARE COUNTY SCHOOL EMPLOYEES","1301 BAILEY ST.","WAYCROSS","GA","31501","DILL, SANDRA","9122859728",5077754.00,4295133.00,11.99,3.47,12.81,84.59,13.72,776.00,2.00
"67892","WORKMEN'S CIRCLE INCORPORATED","527 Stephenson Ave, Ste 2","Savannah","GA","31405","MILTIADES, CHRIS","9123569225",48777652.00,36336059.00,11.28,7.49,14.27,74.49,26.63,1174.00,4.00
"15222","COAST360","450 Route 8","Maite","GU","96910","NORTHEY, RICHARD","6714778736",278472269.00,208920677.00,15.26,7.48,.67,75.02,11.03,51630.00,120.00
"15051","COMMUNITY FIRST GUAM","238 Archbishop Flores St. Suite 102","Hagatna","GU","96910","CRUZ, GERARD","6714728210",94001742.00,62301604.00,10.42,32.94,5.77,66.28,25.40,7626.00,56.00
"7597","ALOHA","1245 Kuala St Ste 102A","Pearl City","HI","96782","USUI, GUY","8088416836",28401967.00,11863983.00,9.48,1.51,-8.13,41.77,57.04,3721.00,8.00
"1845","ALOHA PACIFIC","832 South Hotel Street","Honolulu","HI","96813","WATANABE, WALLACE","8085313711",714011768.00,374952437.00,8.96,-3.73,15.98,52.51,38.48,38299.00,173.00
"1607","BIG ISLAND","66 Lono St.","Hilo","HI","96720","SILVA, NYLA","8089359778",76258400.00,51818232.00,8.30,3.53,1.67,67.95,27.98,9105.00,33.00
"2638","BOARD OF WATER SUPPLY","630 S. Beretania Street, Engineerin","Honolulu","HI","96813","PAAKAULA, JEAN","8087485980",16914259.00,4252860.00,19.55,.04,-8.92,25.14,73.98,1286.00,3.00
"24630","CU HAWAII","476 Hinano St","Hilo","HI","96720","ALICUBEN, KURT","8089336700",228185177.00,85369310.00,11.14,-3.80,-10.30,37.41,57.67,23626.00,79.00
"2614","DOLE WAHIAWA","1116 Whitmore Avenue","Wahiawa","HI","96786","ADRIANCE, CELERINA","8086221787",2964641.00,2454969.00,14.14,25.67,16.56,82.81,17.79,778.00,3.00
"1987","EWA","P. O. Box 60459","Ewa Beach","HI","96706 - 7459","KAAIKAULA, VERA","8086813033",12838766.00,3928722.00,22.58,.20,-4.22,30.60,68.49,1886.00,4.00
"2223","FIRST HAWAIIAN HOMES","PO BOX 383","HOOLEHUA","HI","96729","NAEOLE, ALLENNIE","8085676107",3581609.00,1831715.00,16.58,-8.47,-8.79,51.14,45.76,1297.00,2.00
"24796","GARDEN ISLAND","2973 Kele Street","Lihue","HI","96766","UYENO, KEITH","8082452712",72261708.00,18737448.00,14.41,1.95,-2.74,25.93,72.43,5689.00,13.00
"12613","GLOVER","PO Box 579","Honolulu","HI","96809","FEJERAN, CHRISTIE","8082187509",4411812.00,268773.00,12.41,8.06,-36.45,6.09,92.11,301.00,1.00
"14303","H M S A EMPLOYEES","P O Box 860","Honolulu","HI","96808","LUM, FUMIE","8089485154",69049489.00,12787212.00,9.96,5.05,3.63,18.52,80.71,3292.00,7.00
"2280","HAMAKUA COAST COMMUNITY","P.O. Box 848","Pepeekeo","HI","96783","GIBO, KELLY","8089645566",15917261.00,5748555.00,16.53,.15,26.57,36.12,61.30,2128.00,5.00
"2403","HAWAII","P.O. Box 30207","Honolulu","HI","96820","GEILING, CYNTHIA","8088471371",63403925.00,43725529.00,8.74,-1.30,-5.36,68.96,28.79,11968.00,27.00
"24839","HAWAII CENTRAL","681 S King St","Honolulu","HI","96813-3016","TANABE, DRAKE","8085363677",152870438.00,77943597.00,8.61,1.69,33.47,50.99,44.20,12211.00,35.00
"1719","HAWAII COMMUNITY","73-5611 Olowalu Street","Kailua Kona","HI","96740","TAKAMINE, JAMES","8005142328",349796344.00,243416776.00,9.56,4.16,-4.27,69.59,25.02,39403.00,102.00
"1784","HAWAII COUNTY EMPLOYEES","131 Puuhonu Way","Hilo","HI","96720","MURAOKA, BRIAN","8089352969",77187768.00,28624052.00,16.19,2.39,2.16,37.08,59.52,5893.00,15.00
"10938","HAWAII FIRST","PO Box 446","Kamuela","HI","96743","AGUIRRE, LAURA","8088857349",36824161.00,26525767.00,9.17,-12.05,-18.67,72.03,22.40,6900.00,23.00
"1870","HAWAII LAW ENFORCEMENT","1537 Young St Fl 3","Honolulu","HI","96826","MATSUURA, RENE","8089734311",144359424.00,44686361.00,11.38,2.70,-5.38,30.95,66.07,11955.00,34.00
"13158","HAWAII NATIONAL GUARD","P.O. BOX 10815","HONOLULU","HI","96816","YOSHITAKE, JOZET","8087375714",17577245.00,6803578.00,11.89,9.10,-3.88,38.71,59.69,2346.00,4.00
"4676","HAWAII PACIFIC","1441 Kapiolani Blvd Ste 1318","Honolulu","HI","96814","YAMANE, MARK","8089555933",51398448.00,31319134.00,9.33,3.39,52.93,60.93,33.63,7059.00,20.00
"1785","HAWAII SCHOOLS","233 Vineyard Street","Honolulu","HI","96813","KIM, ROBIN","8085210302",62234210.00,33340664.00,11.98,6.40,-1.18,53.57,42.35,6185.00,16.00
"1718","HAWAII STATE","PO Box 3072","Honolulu","HI","96802","ROSEN, ANDREW","8085872700",1235923476.00,557524200.00,11.26,3.81,-.13,45.11,52.31,75664.00,192.00
"2941","HAWAII STEVEDORES/CASTLE & COOKE HI","650 Iwilei Rd Ste 160","Honolulu","HI","96817","MIYOI, TERRI","8085273411",12210722.00,5718970.00,7.01,.53,-15.23,46.84,49.83,1436.00,3.00
"5927","HAWAIIAN AIRLINES","P O Box 30065","Honolulu","HI","96820","SANPEI, MITCHELL","8088353344",16316898.00,4841786.00,11.30,3.36,-7.81,29.67,68.80,3274.00,6.00
"1869","HAWAIIAN ELECTRIC EMPLOYEES","770 Kapiolani Blvd, Suite 514","Honolulu","HI","96813 - 5258","OKIMOTO, JANET","8085437581",36882964.00,8671476.00,15.30,.53,-1.32,23.51,75.34,1967.00,6.00
"1717","HAWAIIAN TEL","1138 N King St","Honolulu","HI","96817","OKIMOTO, NORMAN","8088328700",504776937.00,226445601.00,10.27,5.37,.24,44.86,48.55,50198.00,87.00
"1815","HAWAIIUSA","1226 College Walk","Honolulu","HI","96817","YONESHIGE, KARL","8085344300",1276954803.00,475080807.00,9.38,5.15,-9.32,37.20,58.12,130964.00,308.00
"2705","HELCO","1200 Kilauea Avenue","Hilo","HI","96720","SHOZUYA, BARBARA","8089690101",35326980.00,12399005.00,18.48,4.55,-.88,35.10,64.19,1757.00,3.00
"1829","HFS","632 KINOOLE STREET","HILO","HI","96720","ABE, NATHAN","8089301400",426163167.00,136676064.00,9.44,-.39,.27,32.07,64.68,43582.00,111.00
"1733","HICKAM","P.O. Box 30025","Honolulu","HI","96820","AUYONG, GERARD","8084231391",516434975.00,235964890.00,8.39,6.23,-2.03,45.69,52.29,50262.00,117.00
"7594","HONEA","1 Fort Shafter Army Base, Building ","Fort Shafter","HI","96858","DALIT, FRED","8088412473",27495618.00,3903447.00,8.47,5.48,-4.98,14.20,84.55,891.00,4.00
"1830","HONOLULU","P O Box 2428","Honolulu","HI","96804","NAKAMURA, WARREN","8085244961",231211458.00,103915452.00,10.71,1.80,-9.60,44.94,51.18,15135.00,39.00
"1880","HONOLULU FIRE DEPARTMENT","1200 North School Street","Honolulu","HI","96817","MITOMI, JON","8088532355",62631160.00,16745586.00,10.50,1.32,-13.83,26.74,70.07,5253.00,10.00
"9115","HOTEL AND TRAVEL INDUSTRY","1600 Kapiolani Blvd., Suite 110","Honolulu","HI","96814","NAKAI, CHERYL","8089425115",33065859.00,12074129.00,9.09,-1.86,-7.88,36.52,61.03,4843.00,10.00
"5628","INDEPENDENT EMPLOYERS GROUP","375 KEKUANAOA ST","HILO","HI","96720 - 4360","BALSIS, JR., BERNARD","8089616691",20129957.00,8335322.00,10.59,-5.75,7.48,41.41,52.76,2923.00,8.00
"1947","ISLAND TRADITION","1450 Ala Moana Blvd Ste 1300","Honolulu","HI","96814","KHALIL, MOHAMMAD","8089456426",2970339.00,1344204.00,9.41,7.18,4.25,45.25,54.10,629.00,1.00
"2860","KA'U","P.O. Box 347","Naalehu","HI","96772 - 0347","WEAVER, CHERYL","8089297334",10175946.00,7563738.00,2.92,.59,-6.57,74.33,22.30,3204.00,8.00
"2275","KAHUKU","PO Box 245","Kahuku","HI","96731","KEOMALU, DANIEL","8082939063",4120863.00,3521923.00,7.71,5.98,9.19,85.47,13.58,1131.00,1.00
"10399","KAHULUI","25 West Kamehameha Avenue","Kahului","HI","96732","MURAOKA, GUY","8088717705",52994179.00,25987798.00,16.05,4.24,.37,49.04,48.51,4773.00,11.00
"11553","KAMEHAMEHA","2200 Kamehameha Hwy, Ste 202","Honolulu","HI","96819","HATAKEYAMA, STEPHEN","8088429660",39917548.00,14810603.00,11.83,2.23,.83,37.10,61.73,4572.00,5.00
"7029","KAPALAMA PACIFIC","2200 Kamehameha Hwy, Suite 216","Honolulu","HI","96819","LEANO-DOMINGO, DIOSANIDA","8088452331",4218050.00,2451163.00,8.49,-23.82,-24.84,58.11,41.70,2332.00,1.00
"9381","KAUAI COMMUNITY","4493 Pahee St","Lihue","HI","96766","CHIBA, MEL","8082456791",315218009.00,165265299.00,8.75,4.07,-5.50,52.43,38.89,32322.00,63.00
"5487","KAUAI GOVERNMENT EMPLOYEES","PO Box 711","Lihue","HI","96766","KING, CORINNE","8082452463",82031272.00,52312770.00,8.72,4.74,27.15,63.77,32.90,5894.00,14.00
"2577","KAUAI TEACHERS","2969 Umi Street","Lihue","HI","96766","KATO, KIMBERLY","8082453753",35289163.00,14221204.00,8.36,-1.50,-12.82,40.30,56.35,2460.00,6.00
"10070","KAUMAKANI","P.O. Box 10","Kaumakani","HI","96747","GALICINAO-CAYABAN, GEORGEATTE","8083355161",4023563.00,1109349.00,16.67,-1.25,-8.81,27.57,72.19,798.00,2.00
"2578","KEKAHA","P.O. Box 609","Kekaha","HI","96752","TSUCHIYAMA, SCOT","8083371433",17952382.00,10566756.00,22.00,-1.53,-6.60,58.86,36.06,1627.00,4.00
"2576","KOLOA","PO BOX 148","Koloa","HI","96756","FUJINAKA, RALPH","8087426733",17815801.00,4050958.00,13.96,5.90,-6.75,22.74,76.21,2848.00,4.00
"11494","KUAKINI MEDICAL AND DENTAL","1703 Liliha St","Honolulu","HI","96817","EDANO, JULIUS","8086876280",39429072.00,7467790.00,11.56,8.06,-6.24,18.94,79.88,2704.00,4.00
"9285","KULA COMMUNITY","137 Kalepa Place","Kahului","HI","96732","CRAVALHO, ELMER","8088717710",40204835.00,15952270.00,16.69,9.24,-9.20,39.68,54.12,3543.00,4.00
"3644","KUNIA","P O BOX 970940","WAIPAHU","HI","96797","CAJIMAT, FRANCES","8086776206",13872257.00,11385917.00,.41,-19.74,-27.28,82.08,19.52,2138.00,4.00
"2953","LANAI","PO Box 631377","Lanai City","HI","96763 - 1377","FUJIE, JASON","8085656522",24559933.00,630348.00,11.23,5.28,-21.85,2.57,96.29,1924.00,3.00
"11332","LEAHI","3675 KILAUEA AVE","HONOLULU","HI","96816 - 2398","CRAWFORD, ASHLYN","8082353244",3535321.00,1426951.00,10.06,-12.66,-17.25,40.36,57.67,805.00,1.00
"10882","LOCAL UNION 1186 IBEW","1935 Hau St Ste 300","Honolulu","HI","96819-5003","FUKUHARA, GWEN","8088481599",12465337.00,1928209.00,15.60,5.41,-6.77,15.47,83.50,1039.00,1.00
"2562","MAUI","107 E Wakea Ave","Kahului","HI","96732","FUCHIGAMI, CLAYTON","8088735050",58086737.00,12937442.00,15.13,-2.10,-3.20,22.27,71.77,5264.00,11.00
"1866","MAUI COUNTY","1888 Wili Pa Loop","Wailuku","HI","96793 - 1272","FUKUROKU, GARY","8082447968",232761726.00,169179531.00,10.01,-3.50,-6.78,72.68,27.40,14142.00,39.00
"1817","MAUI TEACHERS","2145 Wells St Ste 101","Wailuku","HI","96793","TOBITA, KELLY","8082422997",35808277.00,3590766.00,9.92,7.92,80.59,10.03,88.27,1665.00,3.00
"2713","MCBRYDE","P. O. Box 477","Eleele","HI","96705","EMOTO, JACIE","8083353365",81074716.00,9178582.00,21.03,3.74,-.75,11.32,87.36,3151.00,5.00
"17989","MCCABE HAMILTON & RENNY","1130 NORTH NIMITZ HWY #A265","HONOLULU","HI","96817","SUZUKI, VAN","8085334567",5958023.00,3257667.00,13.66,-10.97,7.80,54.68,43.84,609.00,2.00
"8186","MEADOW GOLD DAIRIES","P. O. Box 1880","Honolulu","HI","96805","KAWANO, RONALD","8089445922",2856734.00,1361588.00,12.83,3.80,25.08,47.66,51.75,625.00,1.00
"7471","MOLOKAI COMMUNITY","P.O. Box 1888","Kaunakakai","HI","96748","LASUA, LAWRENCE","8085535328",18058080.00,9593456.00,10.09,4.75,13.08,53.13,41.39,3958.00,8.00
"7521","NAVFAC","4250 Radford Dr","Honolulu","HI","96818-3243","LEMCKE, PAUL","8084220577",36103281.00,6541728.00,9.63,4.68,-5.61,18.12,80.56,2449.00,7.00
"10349","NORTH HAWAII COMMUNITY","45-3600 Mamane Street","Honokaa","HI","96727","MATHEWS, GAY","8087757251",17621314.00,10245953.00,7.24,-4.46,-3.33,58.15,33.55,3568.00,7.00
"24830","OAHU","2219 PAUOA ROAD","HONOLULU","HI","96813","SAXTON, BARTON","8085216727",46819597.00,18511236.00,10.92,3.56,7.16,39.54,58.32,4820.00,10.00
"3050","ONOMEA","P.O. Box 19","Papaikou","HI","96781","ISHIGO, DENNIS","8089641031",15141625.00,4427160.00,20.14,.28,-13.40,29.24,66.81,2076.00,6.00
"6663","ORAL","PO Box 3288","Honolulu","HI","96801","MURATA, PATRICIA","8085439303",2547925.00,351095.00,21.21,-11.07,-14.50,13.78,85.44,362.00,.00
"1868","OTS EMPLOYEES","811 MIDDLE STREET","HONOLULU","HI","96819","TAKUSHI, DONA","8088484408",12490825.00,7172489.00,13.36,16.59,-5.10,57.42,42.27,2055.00,4.00
"5368","PACIFIC ISLAND ENERGY","2200 Kamehameha Hwy #211","Honolulu","HI","96819","MENDIOLA, RON","8088453905",7697537.00,3385645.00,12.58,9.70,1.39,43.98,55.11,861.00,3.00
"1961","PEARL HARBOR","94-449 Ukee St","Waipahu","HI","96797","CHANG, EUGENE","8087374328",343463316.00,112735752.00,9.40,-1.63,-2.95,32.82,62.36,26124.00,87.00
"24284","PLUMBERS & FITTERS LOCAL 675","1109 Bethel St Lowr Level","Honolulu","HI","96813","LE, JENNY","8085379135",2528208.00,355273.00,12.31,4.30,-30.68,14.05,85.93,641.00,1.00
"20187","PRINCE KUHIO","740 Kohou St Ste A","Honolulu","HI","96817","NELSON-KELII, DEBRA","8089461904",8795502.00,4523632.00,8.72,7.55,12.36,51.43,46.88,1717.00,4.00
"7423","SCHOFIELD","PO BOX 860669","WAHIAWA","HI","96786","YONAMINE, GARY","8086249884",37313458.00,10644527.00,13.22,2.51,1.97,28.53,69.12,2392.00,9.00
"13001","SHERATON HAWAII","PO Box 8559","Honolulu","HI","96830","SHOJI, CHERYL","8089318000",20581949.00,4430200.00,13.49,4.79,-7.93,21.52,77.24,2507.00,3.00
"9719","ST. FRANCIS MEDICAL CENTER","2228 Liliha Street, Suite 209","Honolulu","HI","96817","BROWN, MARY","8085476229",9896288.00,6431844.00,7.79,-2.43,-2.01,64.99,38.44,1250.00,2.00
"5099","THE QUEEN'S","715 S King St Suite 110","Honolulu","HI","96813","SUZUKI, EDWINA","8085474521",47756156.00,17252391.00,9.68,13.15,19.21,36.13,58.91,5134.00,12.00
"1959","THEODAVIES","1284 Kalani St. D-106","Honolulu","HI","96817","NII, RHONDA","8088471909",9185499.00,5357171.00,7.15,-2.07,-9.58,58.32,41.43,1562.00,4.00
"12720","TIMES","3375 Koapaka St Ste D106","Honolulu","HI","96819","GONZALEZ, DARLENE","8088310986",11624857.00,4233338.00,9.16,-1.27,-13.34,36.42,62.53,1688.00,3.00
"10465","UNIVERSITY OF HAWAII","PO Box 22070","Honolulu","HI","96823-2070","MORSE, JEANINE","8089835500",528923727.00,161153386.00,8.39,4.77,-.42,30.47,65.04,25634.00,70.00
